"","StackID","sampleNUM","symClade","symTreat","hostStage","timepoint","confocal","Edu","size","offscreen","sym.count","damage","stage","filter","notes","sym.size","Edu.size","Edu.size.simple","Edu.size.quantnorm","Edu.simple","Edu.quantnorm","sym.count.log","Edu.size.sqrt"
"130","78B",78,"A","25","larv","9","old",56605.27,442000.86,"yes",460,"Y","larv","","redid Edu and size blocking out damage",0.00104072195696633,0.12806597254132,0.11565363076643,0.10626707563652,50976.5218800162,44274.8349604743,2.66275783168157,0.357863063952289
"131","78E",78,"A","25","larv","9","new",60161.21,334149.717,"no",101,"","larv","","",0.000302259720303758,0.180042678294413,0.192455020069303,0.193310188548899,65789.9581199838,65947.4378553113,2.00432137378264,0.42431436258323
"132","78F",78,"A","25","larv","9","new",NA,211437.206,"no",183,"","larv","","bubble or something causing shadow",0.000865505194010178,NA,NA,NA,NA,NA,2.26245108973043,NA
"133","78G",78,"A","25","larv","9","new",37561.5,312486.028,"no",329,"","larv","","",0.00105284707321378,0.120202174287293,0.132614516062183,0.142366317766309,43190.2481199838,52762.7674835165,2.51719589794997,0.346701852154403
"134","78H",78,"A","25","larv","9","new",31573.27,373421.266,"no",647,"","larv","","",0.00173262762169523,0.0845513442183017,0.0969636859931919,0.10616004543848,37202.0181199838,41383.2912422577,2.8109042806687,0.290777138403798
"135","85C",85,"A","32","larv","9","old",99886.253,417293.838,"no",195,"","larv","","",0.000467296619894013,0.239366709747581,0.226954367972691,0.229260480654588,94257.5048800162,92346.3715,2.29003461136252,0.489251172453966
"136","85D",85,"A","32","larv","9","new",14219.09,315445.378,"no",32,"","larv","","",0.000101443870260163,0.0450762350367993,0.0574885768116895,0.0603379548956696,19847.8381199838,18935.2674675325,1.50514997831991,0.212311646022538
"137","85E",85,"A","32","larv","9","new",NA,337344.409,"no",552,"","larv","","",0.00163630991139385,NA,NA,NA,NA,NA,2.7419390777292,NA
"138","85G",85,"A","32","larv","9","new",33135.08,290751.279,"no",47,"","larv","","",0.000161650191743439,0.113963660328387,0.126376002103277,0.132930431247687,38763.8281199838,46083.9062327672,1.67209785793572,0.337585041624161
"139","85H",85,"A","32","larv","9","new",NA,262586.649,"no",15,"","larv","","weird shape, probably not useable",5.71240009997614e-05,NA,NA,NA,NA,NA,1.17609125905568,NA
"140","86A",86,"A","32","larv","9","old",24854.203,398252.146,"no",194,"Y","larv","","",0.000487128574066742,0.0624082085925533,0.0499958668176631,0.0507203322912034,19225.4548800162,20146.7673102767,2.28780172993023,0.249816349730264
"141","86B",86,"A","32","larv","9","old",69776.511,360881.54,"no",54,"","larv","","",0.000149633588905656,0.193350180782314,0.180937839007424,0.174317341431936,64147.7628800162,61402.6516106719,1.73239375982297,0.439716022885583
"142","86D",86,"A","32","larv","9","new",40455.14,375883.188,"no",174,"","larv","","maybe meta",0.00046290976972346,0.107626893916841,0.120039235691731,0.127517731675349,46083.8881199838,54365.9255424575,2.2405492482826,0.328065380552171
"143","86F",86,"A","32","larv","9","new",31038.4,257218.101,"no",99,"","larv","","",0.000384887376180419,0.120669579159983,0.133081920934873,0.151164829696686,36667.1481199838,38826.1123569764,1.99563519459755,0.347375271370866
"144","86G",86,"A","32","larv","9","new",31085.71,322159.97,"no",39,"","larv","","",0.000121057870721803,0.0964915349352683,0.108903876710159,0.119753128351776,36714.4581199838,39674.7881153846,1.5910646070265,0.310630866037598
"145","93A",93,"B","25","larv","9","old",47555.592,444134.056,"yes",543,"","larv","","",0.00122260383473048,0.107074860298486,0.0946625185235959,0.0827925138842035,41926.8438800162,39251.5618610954,2.73479982958885,0.327222951973858
"146","93B",93,"B","25","larv","9","old",67856.006,315276.744,"no",307,"Y","larv","","damage but may be usable",0.000973747686254968,0.215226804042356,0.202814462267466,0.199764768818065,62227.2578800162,54041.6012546584,2.48713837547719,0.463925429398256
"147","93D",93,"B","25","larv","9","new",NA,211173.593,"no",89,"","larv","","",0.00042145421089653,NA,NA,NA,NA,NA,1.94939000664491,NA
"148","93E",93,"B","25","larv","9","new",NA,333698.136,"no",NA,"","larv","","only one sym if any",NA,NA,NA,NA,NA,NA,NA,NA
"149","93G",93,"B","25","larv","9","new",31590.08,202233.65,"no",NA,"Y","larv","","some damage, maybe meta, blocked out damage",NA,0.156205853971384,0.168618195746274,0.175664083423821,37218.8281199838,42445.7349695305,NA,0.39522886277622
"150","94A",94,"B","25","larv","9","old",67841.53,256158.779,"no",93,"","larv","","",0.000363056071562552,0.264841713662291,0.2524293718874,0.313150183999137,62212.7818800162,52112.094541502,1.96848294855394,0.514627742802786
"151","94D",94,"B","25","larv","9","new",55551.41,240690.675,"no",NA,"","larv","","",NA,0.23080000918191,0.2432123509568,0.241029802466436,61180.1581199838,62897.1095444555,NA,0.48041649553477
"152","9A",9,"A","32","larv","3","old",23095.69,395045.68,"yes",10,"Y","larv","","redid Edu and Hoechst, blocking out problem areas",2.53135282988033e-05,0.0584633402395389,0.0460509984646486,0.0483949599203225,17466.9418800162,18610.0515697346,1,0.241791935844723
"153","9B",9,"A","32","larv","3","old",32998.082,413066.793,"yes",11,"","larv","","",2.66300757805046e-05,0.079885584024664,0.0674732422497738,0.0630211792584886,27369.3338800162,25676.996,1.04139268515823,0.282640379324441
"154","9E",9,"A","32","larv","3","new",NA,377145.744,"no",5,"","larv","","only a few syms, very large so had to zoom out to 1X",1.32574742776363e-05,NA,NA,NA,NA,NA,0.698970004336019,NA
"155","9F",9,"A","32","larv","3","new",NA,392305.169,"no",13,"","larv","","",3.31374680408557e-05,NA,NA,NA,NA,NA,1.11394335230684,NA
