"","StackID","sampleNUM","symClade","symTreat","hostStage","timepoint","confocal","Edu","size","offscreen","sym.count","damage","stage","filter","notes","sym.size","Edu.size","Edu.size.simple","Edu.size.quantnorm","Edu.simple","Edu.quantnorm","sym.count.log","Edu.size.sqrt"
"110","69D",69,"apo",NA,"larv","9","new",34073.39,338343.084,"no",0,"","larv","","",0,0.100706624758436,0.113118966533326,0.122283012018227,39702.1381199838,47887.116452714,NA,0.317343071073619
"111","69E",69,"apo",NA,"larv","9","new",NA,275353.952,"no",0,"","larv","","",0,NA,NA,NA,NA,NA,NA,NA
"112","69F",69,"apo",NA,"larv","9","new",16972.9,332700.989,"no",0,"","larv","","",0,0.0510154780453628,0.0634278198202531,0.0677128929851212,22601.6481199838,21936.6005068265,NA,0.225866062181468
"113","69G",69,"apo",NA,"larv","9","new",18355.91,358159.185,"no",0,"","larv","","",0,0.0512507029520966,0.0636630447269868,0.0694735942717359,23984.6581199838,25676.996,NA,0.226386181009567
"114","69H",69,"apo",NA,"larv","9","new",NA,248572.339,"no",0,"","larv","","",0,NA,NA,NA,NA,NA,NA,NA
"115","69I",69,"apo",NA,"larv","9","new",NA,297648.786,"no",0,"","larv","","",0,NA,NA,NA,NA,NA,NA,NA
"116","6C",6,"A","25","larv","3","old",26727.62,386690.502,"yes",33,"","larv","","",8.53395669904507e-05,0.0691188944692518,0.0567065526943616,0.0545360649348622,21098.8718800162,21866.3633540373,1.51851393987789,0.262904725079736
"117","6F",6,"A","25","larv","3","new",5911.06,311551.537,"no",1,"","larv","","1 sym",3.20974182836402e-06,0.0189729765319694,0.0313853183068596,0.0131324782992541,11539.8081199838,4032.43388927739,0,0.1377424282201
"118","6G",6,"A","25","larv","3","new",8583.87,219493.849,"no",2,"","larv","","2-3 syms",9.11187265206689e-06,0.0391075651509487,0.051519906925839,0.0502460824395381,14212.6181199838,6398.37274358974,0.301029995663981,0.197756327714055
"119","6H",6,"A","25","larv","3","new",5166.06,316227.813,"no",37,"","larv","","",0.000117004256042463,0.0163365137019115,0.0287488554768017,0.0118278646768832,10794.8081199838,3382.4021010656,1.56820172406699,0.127814372047558
"120","6I",6,"A","25","larv","3","new",15837.53,292690.757,"no",22,"","larv","","",7.51646557803669e-05,0.0541101132209652,0.0665224549958554,0.0767959335043874,21466.2781199838,21285.7489020979,1.34242268082221,0.232615806042851
"121","70A",70,"apo",NA,"larv","9","old",11030.84,297862.588,"no",0,"","larv","","",0,0.0370333181957044,0.0246209764208142,0.034912556596675,5402.09188001616,11017.3386086957,NA,0.19244042765413
"122","70B",70,"apo",NA,"larv","9","old",7466.946,406708.303,"no",0,"","larv","","",0,0.0183594628998759,0.00594712112498571,0.0239380803928857,1838.19788001616,8865.99410671937,NA,0.135497095540369
"123","70D",70,"apo",NA,"larv","9","new",18303.19,336477.158,"no",0,"","larv","","",0,0.0543965305365543,0.0668088723114445,0.0803978461685449,23931.9381199838,24950.8070194805,NA,0.23323063807432
"124","70E",70,"apo",NA,"larv","9","new",16847.58,362898.117,"no",0,"","larv","","",0,0.0464250962206012,0.0588374379954915,0.0634561819393498,22476.3281199838,21758.1191538462,NA,0.215464837550356
"125","70F",70,"apo",NA,"larv","9","new",19039.01,431214.536,"no",0,"","larv","","",0,0.0441520598461458,0.056564401621036,0.0586789912703732,24667.7581199838,26242.082962038,NA,0.210123915455014
"126","70G",70,"apo",NA,"larv","9","new",19063.47,371533.946,"no",0,"","larv","","",0,0.0513101701883251,0.0637225119632154,0.0711351215051635,24692.2181199838,26437.5852942058,NA,0.226517483184687
"127","70H",70,"apo",NA,"larv","9","new",61540.4,329434.472,"no",NA,"","larv","","",NA,0.186806194343863,0.199218536118754,0.20417043553152,67169.1481199838,72656.4730675991,NA,0.432210821641318
"128","77D",77,"A","25","larv","9","new",NA,169751.11,"no",135,"","larv","","",0.0007952819866686,NA,NA,NA,NA,NA,2.13033376849501,NA
"129","77F",77,"A","25","larv","9","new",NA,352782.996,"no",175,"","larv","","",0.000496055654564485,NA,NA,NA,NA,NA,2.24303804868629,NA
